18151 1264.5072976559045
18393 1264.5072976559045
25063 1098.3931888544898
44400 902.5540321391719
58343 680.282028600914
82249 660.2464985994396
80790 620.3109243697477
22321 286.6190476190476
45396 255.89886480908157
11825 203.47619047619045
43139 148.04761904761904
6857 120.33333333333333
42848 26.078431372549016
8751 13.039215686274508
18151 1264.5072976559045
18393 1264.5072976559045
25063 1098.3931888544898
44400 902.5540321391719
58343 680.282028600914
82249 660.2464985994396
80790 620.3109243697477
22321 286.6190476190476
45396 255.89886480908157
11825 203.47619047619045
43139 148.04761904761904
6857 120.33333333333333
42848 26.078431372549016
8751 13.039215686274508
18151 1264.5072976559045
18393 1264.5072976559045
25063 1098.3931888544898
44400 902.5540321391719
58343 680.282028600914
82249 660.2464985994396
80790 620.3109243697477
22321 286.6190476190476
45396 255.89886480908157
11825 203.47619047619045
43139 148.04761904761904
6857 120.33333333333333
42848 26.078431372549016
8751 13.039215686274508
18151 1264.5072976559045
18393 1264.5072976559045
25063 1098.3931888544898
44400 902.5540321391719
58343 680.282028600914
82249 660.2464985994396
80790 620.3109243697477
22321 286.6190476190476
45396 255.89886480908157
11825 203.47619047619045
43139 148.04761904761904
6857 120.33333333333333
42848 26.078431372549016
8751 13.039215686274508
18151 1264.5072976559045
18393 1264.5072976559045
25063 1098.3931888544898
44400 902.5540321391719
58343 680.282028600914
82249 660.2464985994396
80790 620.3109243697477
22321 286.6190476190476
45396 255.89886480908157
11825 203.47619047619045
43139 148.04761904761904
6857 120.33333333333333
42848 26.078431372549016
8751 13.039215686274508
18151 1264.5072976559045
18393 1264.5072976559045
25063 1098.3931888544898
44400 902.5540321391719
58343 680.282028600914
82249 660.2464985994396
80790 620.3109243697477
22321 286.6190476190476
45396 255.89886480908157
11825 203.47619047619045
43139 148.04761904761904
6857 120.33333333333333
42848 26.078431372549016
8751 13.039215686274508
18151 1264.5072976559045
18393 1264.5072976559045
25063 1098.3931888544898
44400 902.5540321391719
58343 680.282028600914
82249 660.2464985994396
80790 620.3109243697477
22321 286.6190476190476
45396 255.89886480908157
11825 203.47619047619045
43139 148.04761904761904
6857 120.33333333333333
42848 26.078431372549016
8751 13.039215686274508
